window_index,ticker,window_start,window_end,feed_queries,rss_rows_recorded,queries_attempted,articles_saved,independent_articles,directional_raw_observations,raw_match_rate,directional_excess_observations,excess_match_rate,average_return_20d,average_excess_return_20d,what_went_wrong
2,UUUU,2025-12-10,2025-12-17,2,16,16,0,0,0,,0,,,,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because article date was outside requested window || Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because article date was outside requested window || Skipped because ticker/company was not detected
3,ARCT,2025-12-29,2026-01-05,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
3,ASTS,2025-12-29,2026-01-05,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
3,BBAI,2025-12-29,2026-01-05,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
3,CRSP,2025-12-29,2026-01-05,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
3,IONQ,2025-12-29,2026-01-05,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
3,RDW,2025-12-29,2026-01-05,2,3,3,0,0,0,,0,,,,Skipped because ticker/company was not detected || Skipped because article date was outside requested window || No RSS entries found
3,RKLB,2025-12-29,2026-01-05,2,2,2,0,0,0,,0,,,,No RSS entries found || Skipped because article date was outside requested window
3,RXRX,2025-12-29,2026-01-05,2,2,2,0,0,0,,0,,,,No RSS entries found || Skipped because ticker/company was not detected
3,SOUN,2025-12-29,2026-01-05,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
3,UUUU,2025-12-29,2026-01-05,2,13,13,0,0,0,,0,,,,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because article date was outside requested window
4,ARCT,2026-01-17,2026-01-24,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
4,ASTS,2026-01-17,2026-01-24,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
4,BBAI,2026-01-17,2026-01-24,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
4,CRSP,2026-01-17,2026-01-24,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
4,IONQ,2026-01-17,2026-01-24,2,3,3,0,0,0,,0,,,,No RSS entries found || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
4,RDW,2026-01-17,2026-01-24,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
4,RKLB,2026-01-17,2026-01-24,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
4,RXRX,2026-01-17,2026-01-24,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
4,SOUN,2026-01-17,2026-01-24,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
4,UUUU,2026-01-17,2026-01-24,2,4,4,1,1,1,0.0,1,0.0,-2.4423,-2.3081,raw 20d return contradicted signal thesis | excess 20d return contradicted signal thesis || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
5,ARCT,2026-02-05,2026-02-12,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
5,ASTS,2026-02-05,2026-02-12,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
5,BBAI,2026-02-05,2026-02-12,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
5,CRSP,2026-02-05,2026-02-12,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
5,IONQ,2026-02-05,2026-02-12,2,2,2,0,0,0,,0,,,,No RSS entries found || Skipped because ticker/company was not detected
5,RDW,2026-02-05,2026-02-12,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
5,RKLB,2026-02-05,2026-02-12,2,2,2,0,0,0,,0,,,,No RSS entries found || Skipped because ticker/company was not detected
5,RXRX,2026-02-05,2026-02-12,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
5,SOUN,2026-02-05,2026-02-12,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
5,UUUU,2026-02-05,2026-02-12,2,17,17,0,0,0,,0,,,,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
6,ARCT,2026-02-24,2026-03-03,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
6,ASTS,2026-02-24,2026-03-03,2,4,4,1,1,0,,0,,-10.5848,-6.4377,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
6,BBAI,2026-02-24,2026-03-03,2,2,2,0,0,0,,0,,,,No RSS entries found || Skipped because ticker/company was not detected
6,CRSP,2026-02-24,2026-03-03,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
6,IONQ,2026-02-24,2026-03-03,2,4,4,0,0,0,,0,,,,No RSS entries found || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
6,RDW,2026-02-24,2026-03-03,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
6,RKLB,2026-02-24,2026-03-03,2,5,5,0,0,0,,0,,,,No RSS entries found || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
6,RXRX,2026-02-24,2026-03-03,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
6,SOUN,2026-02-24,2026-03-03,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
6,UUUU,2026-02-24,2026-03-03,2,13,13,0,0,0,,0,,,,Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
7,ARCT,2026-03-15,2026-03-22,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
7,ASTS,2026-03-15,2026-03-22,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
7,BBAI,2026-03-15,2026-03-22,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
7,CRSP,2026-03-15,2026-03-22,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
7,IONQ,2026-03-15,2026-03-22,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
7,RDW,2026-03-15,2026-03-22,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
7,RKLB,2026-03-15,2026-03-22,2,3,3,0,0,0,,0,,,,No RSS entries found || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
7,RXRX,2026-03-15,2026-03-22,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
7,SOUN,2026-03-15,2026-03-22,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
7,UUUU,2026-03-15,2026-03-22,2,16,16,0,0,0,,0,,,,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
8,ARCT,2026-04-03,2026-04-10,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
8,ASTS,2026-04-03,2026-04-10,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
8,BBAI,2026-04-03,2026-04-10,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
8,CRSP,2026-04-03,2026-04-10,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
8,IONQ,2026-04-03,2026-04-10,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
8,RDW,2026-04-03,2026-04-10,2,3,3,0,0,0,,0,,,,No RSS entries found || Skipped because article date was outside requested window || Skipped because ticker/company was not detected
8,RKLB,2026-04-03,2026-04-10,2,2,2,0,0,0,,0,,,,No RSS entries found || Skipped because ticker/company was not detected
8,RXRX,2026-04-03,2026-04-10,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
8,SOUN,2026-04-03,2026-04-10,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
8,UUUU,2026-04-03,2026-04-10,2,10,10,0,0,0,,0,,,,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because article date was outside requested window || Skipped because ticker/company was not detected
9,ARCT,2026-04-22,2026-04-29,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
9,ASTS,2026-04-22,2026-04-29,2,2,2,1,1,0,,0,,22.1968,17.3595,No RSS entries found || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
9,BBAI,2026-04-22,2026-04-29,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
9,CRSP,2026-04-22,2026-04-29,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
9,IONQ,2026-04-22,2026-04-29,2,3,3,0,0,0,,0,,,,Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
9,RDW,2026-04-22,2026-04-29,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
9,RKLB,2026-04-22,2026-04-29,2,2,2,1,1,0,,0,,91.1566,85.709,No RSS entries found || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
9,RXRX,2026-04-22,2026-04-29,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
9,SOUN,2026-04-22,2026-04-29,2,2,2,1,1,0,,0,,-0.2442,-4.6843,No RSS entries found || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
9,UUUU,2026-04-22,2026-04-29,2,16,16,0,0,0,,0,,,,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because article date was outside requested window || Skipped because ticker/company was not detected
10,ARCT,2026-05-11,2026-05-18,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
10,ASTS,2026-05-11,2026-05-18,2,3,3,1,1,0,,0,,30.4104,31.0233,No RSS entries found || Skipped because article date was outside requested window || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
10,BBAI,2026-05-11,2026-05-18,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
10,CRSP,2026-05-11,2026-05-18,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
10,IONQ,2026-05-11,2026-05-18,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
10,RDW,2026-05-11,2026-05-18,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
10,RKLB,2026-05-11,2026-05-18,2,3,3,0,0,0,,0,,,,No RSS entries found || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
10,RXRX,2026-05-11,2026-05-18,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
10,SOUN,2026-05-11,2026-05-18,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
10,UUUU,2026-05-11,2026-05-18,2,14,14,0,0,0,,0,,,,Skipped because ticker/company was not detected || Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
