window_index,ticker,window_start,window_end,feed_queries,rss_rows_recorded,queries_attempted,articles_saved,independent_articles,directional_raw_observations,raw_match_rate,directional_excess_observations,excess_match_rate,average_return_20d,average_excess_return_20d,what_went_wrong
3,NVDA,2025-12-09,2025-12-16,2,30,30,0,0,0,,0,,,,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
3,QCOM,2025-12-09,2025-12-16,2,16,16,0,0,0,,0,,,,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because article date was outside requested window || Skipped because ticker/company was not detected
4,AAPL,2025-12-18,2025-12-25,2,2,2,2,2,0,,0,,-6.9409,-7.6191,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
4,CRSP,2025-12-18,2025-12-25,2,2,2,0,0,0,,0,,,,Skipped because ticker/company was not detected || No RSS entries found
4,GOOGLE,2025-12-18,2025-12-25,2,2,2,2,2,1,100.0,1,100.0,6.2667,5.6607,signal below directional threshold | low data quality: title-only body | uncertain classification | market data ticker normalized to GOOG | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
4,MSFT,2025-12-18,2025-12-25,2,17,17,1,1,0,,0,,-4.2929,-4.4775,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
4,NVDA,2025-12-18,2025-12-25,2,30,30,0,0,0,,0,,,,Skipped because ticker/company was not detected || Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
4,QCOM,2025-12-18,2025-12-25,2,17,17,0,0,0,,0,,,,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
5,AAPL,2025-12-27,2026-01-03,2,16,16,1,1,1,0.0,1,0.0,0.8307,0.5675,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
5,CRSP,2025-12-27,2026-01-03,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
5,GOOGLE,2025-12-27,2026-01-03,2,3,3,2,2,0,,0,,8.6309,6.9981,Skipped because ticker/company was not detected || signal below directional threshold | low data quality: title-only body | uncertain classification | market data ticker normalized to GOOG | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || signal below directional threshold | low data quality: title-only body | uncertain classification | market data ticker normalized to GOOG | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
5,MSFT,2025-12-27,2026-01-03,2,27,27,0,0,0,,0,,,,Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
5,NVDA,2025-12-27,2026-01-03,2,29,29,0,0,0,,0,,,,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because article date was outside requested window
5,QCOM,2025-12-27,2026-01-03,2,16,16,1,1,0,,0,,-12.3409,-13.3642,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
6,AAPL,2026-01-05,2026-01-12,2,2,2,2,2,0,,0,,5.4465,5.7956,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
6,CRSP,2026-01-05,2026-01-12,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
6,GOOGLE,2026-01-05,2026-01-12,2,8,8,2,2,1,100.0,1,100.0,-4.4504,-4.3113,Skipped because article date was outside requested window || Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because article date was outside requested window || signal below directional threshold | low data quality: title-only body | uncertain classification | market data ticker normalized to GOOG | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
6,MSFT,2026-01-05,2026-01-12,2,2,2,2,2,0,,0,,-17.3364,-16.5497,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
6,NVDA,2026-01-05,2026-01-12,2,30,30,0,0,0,,0,,,,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because article date was outside requested window
6,QCOM,2026-01-05,2026-01-12,2,2,2,2,2,0,,0,,-20.1235,-19.7086,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
7,AAPL,2026-01-14,2026-01-21,2,2,2,2,2,1,0.0,1,0.0,4.3419,5.0459,raw 20d return contradicted signal thesis | excess 20d return contradicted signal thesis || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
7,CRSP,2026-01-14,2026-01-21,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
7,GOOGLE,2026-01-14,2026-01-21,2,2,2,2,2,0,,0,,-5.6556,-6.9411,signal below directional threshold | low data quality: title-only body | uncertain classification | market data ticker normalized to GOOG | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || signal below directional threshold | low data quality: title-only body | uncertain classification | market data ticker normalized to GOOG | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
7,MSFT,2026-01-14,2026-01-21,2,3,3,2,1,0,,0,,-10.0742,-9.94,Skipped because article date was outside requested window || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || duplicate excluded from independent evidence | signal below directional threshold | low data quality: title-only body | duplicate story | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
7,NVDA,2026-01-14,2026-01-21,2,30,30,0,0,0,,0,,,,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
7,QCOM,2026-01-14,2026-01-21,2,18,18,0,0,0,,0,,,,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
8,AAPL,2026-01-23,2026-01-30,2,2,2,2,2,1,100.0,1,100.0,4.1969,4.769,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
8,CRSP,2026-01-23,2026-01-30,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
8,GOOGLE,2026-01-23,2026-01-30,2,5,5,2,2,1,0.0,1,0.0,-8.7717,-7.7879,Skipped because article date was outside requested window || Skipped because ticker/company was not detected || raw 20d return contradicted signal thesis | excess 20d return contradicted signal thesis || Skipped because article date was outside requested window || signal below directional threshold | low data quality: title-only body | uncertain classification | market data ticker normalized to GOOG | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
8,MSFT,2026-01-23,2026-01-30,2,2,2,2,2,1,100.0,1,100.0,-11.8086,-11.2364,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
8,NVDA,2026-01-23,2026-01-30,2,30,30,0,0,0,,0,,,,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
8,QCOM,2026-01-23,2026-01-30,2,20,20,0,0,0,,0,,,,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because article date was outside requested window
9,AAPL,2026-02-01,2026-02-08,2,3,3,2,2,1,100.0,1,100.0,-4.1313,-3.4567,Skipped because article date was outside requested window || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
9,CRSP,2026-02-01,2026-02-08,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
9,GOOGLE,2026-02-01,2026-02-08,2,3,3,2,2,1,0.0,1,0.0,-5.2227,-3.4345,Skipped because ticker/company was not detected || signal below directional threshold | low data quality: title-only body | uncertain classification | market data ticker normalized to GOOG | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || raw 20d return contradicted signal thesis | excess 20d return contradicted signal thesis
9,MSFT,2026-02-01,2026-02-08,2,3,3,2,2,0,,0,,-0.9288,-0.2542,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || Skipped because ticker/company was not detected || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
9,NVDA,2026-02-01,2026-02-08,2,30,30,0,0,0,,0,,,,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
9,QCOM,2026-02-01,2026-02-08,2,2,2,2,2,0,,1,0.0,0.6989,1.9797,excess 20d return contradicted signal thesis || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
10,AAPL,2026-02-10,2026-02-17,2,3,3,2,2,1,100.0,1,0.0,-2.7965,-0.4706,Skipped because article date was outside requested window || excess 20d return contradicted signal thesis || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
10,CRSP,2026-02-10,2026-02-17,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
10,GOOGLE,2026-02-10,2026-02-17,2,4,4,2,2,1,0.0,1,100.0,-1.4961,1.3083,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || raw 20d return contradicted signal thesis || signal below directional threshold | low data quality: title-only body | uncertain classification | market data ticker normalized to GOOG | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
10,MSFT,2026-02-10,2026-02-17,2,3,3,2,2,0,,0,,0.8723,2.6384,Skipped because article date was outside requested window || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
10,NVDA,2026-02-10,2026-02-17,2,30,30,0,0,0,,0,,,,Skipped because article date was outside requested window || Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
10,QCOM,2026-02-10,2026-02-17,2,17,17,0,0,0,,0,,,,Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
11,AAPL,2026-02-19,2026-02-26,2,3,3,2,2,0,,0,,-7.6148,-2.0445,Skipped because article date was outside requested window || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
11,CRSP,2026-02-19,2026-02-26,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
11,GOOGLE,2026-02-19,2026-02-26,2,3,3,2,2,0,,0,,-6.7916,-0.8776,signal below directional threshold | low data quality: title-only body | uncertain classification | market data ticker normalized to GOOG | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || Skipped because article date was outside requested window || signal below directional threshold | low data quality: title-only body | uncertain classification | market data ticker normalized to GOOG | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
11,MSFT,2026-02-19,2026-02-26,2,2,2,2,2,0,,0,,-6.383,-0.4691,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
11,NVDA,2026-02-19,2026-02-26,2,30,30,0,0,0,,0,,,,Skipped because article date was outside requested window || Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because article date was outside requested window
11,QCOM,2026-02-19,2026-02-26,2,16,16,1,1,0,,0,,-10.035,-5.0525,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
12,AAPL,2026-02-28,2026-03-07,2,3,3,2,2,0,,0,,-2.7276,1.0844,Skipped because ticker/company was not detected || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
12,CRSP,2026-02-28,2026-03-07,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
12,GOOGLE,2026-02-28,2026-03-07,2,2,2,2,2,0,,0,,-0.412,1.726,signal below directional threshold | low data quality: title-only body | uncertain classification | market data ticker normalized to GOOG | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || signal below directional threshold | low data quality: title-only body | uncertain classification | market data ticker normalized to GOOG | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
12,MSFT,2026-02-28,2026-03-07,2,2,2,2,2,0,,0,,-8.8425,-4.741,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
12,NVDA,2026-02-28,2026-03-07,2,30,30,0,0,0,,0,,,,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
12,QCOM,2026-02-28,2026-03-07,2,16,16,1,1,0,,0,,-8.1806,-4.0791,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
13,AAPL,2026-03-09,2026-03-16,2,3,3,2,2,0,,0,,4.2146,-0.0398,Skipped because article date was outside requested window || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
13,CRSP,2026-03-09,2026-03-16,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
13,GOOGLE,2026-03-09,2026-03-16,2,4,4,2,2,0,,0,,4.1259,1.8355,Skipped because article date was outside requested window || Skipped because article date was outside requested window || signal below directional threshold | low data quality: title-only body | uncertain classification | market data ticker normalized to GOOG | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || signal below directional threshold | low data quality: title-only body | uncertain classification | market data ticker normalized to GOOG | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
13,MSFT,2026-03-09,2026-03-16,2,2,2,2,2,0,,0,,-7.8013,-8.2532,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
13,NVDA,2026-03-09,2026-03-16,2,30,30,0,0,0,,0,,,,Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because article date was outside requested window
13,QCOM,2026-03-09,2026-03-16,2,8,8,1,1,0,,0,,-4.7495,-5.5534,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || Skipped because article date was outside requested window || Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
14,AAPL,2026-03-18,2026-03-25,2,2,2,2,1,0,,0,,8.2377,0.3771,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || duplicate excluded from independent evidence | signal below directional threshold | low data quality: title-only body | duplicate story | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
14,CRSP,2026-03-18,2026-03-25,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
14,GOOGLE,2026-03-18,2026-03-25,2,2,2,2,2,1,100.0,1,100.0,14.5168,5.4376,low data quality: title-only body | uncertain classification | market data ticker normalized to GOOG | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || signal below directional threshold | low data quality: title-only body | uncertain classification | market data ticker normalized to GOOG | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
14,MSFT,2026-03-18,2026-03-25,2,2,2,2,2,0,,0,,14.0976,5.7252,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
14,NVDA,2026-03-18,2026-03-25,2,30,30,0,0,0,,0,,,,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because article date was outside requested window || Skipped because ticker/company was not detected
14,QCOM,2026-03-18,2026-03-25,2,16,16,1,1,0,,0,,5.7512,-3.133,Skipped because ticker/company was not detected || Skipped because article date was outside requested window || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
15,AAPL,2026-03-27,2026-04-03,2,2,2,2,2,0,,0,,7.8067,-1.9746,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
15,CRSP,2026-03-27,2026-04-03,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
15,GOOGLE,2026-03-27,2026-04-03,2,3,3,2,2,1,100.0,1,100.0,28.3696,17.2229,Skipped because ticker/company was not detected || signal below directional threshold | low data quality: title-only body | uncertain classification | market data ticker normalized to GOOG | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
15,MSFT,2026-03-27,2026-04-03,2,2,2,2,2,0,,0,,10.9495,1.5246,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
15,NVDA,2026-03-27,2026-04-03,2,30,30,0,0,0,,0,,,,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
15,QCOM,2026-03-27,2026-04-03,2,19,19,0,0,0,,0,,,,Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected || Skipped because ticker/company was not detected
16,AAPL,2026-04-05,2026-04-12,2,2,2,2,2,0,,0,,12.0357,3.8821,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation || signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
16,CRSP,2026-04-05,2026-04-12,2,2,2,0,0,0,,0,,,,No RSS entries found || No RSS entries found
16,GOOGLE,2026-04-05,2026-04-12,2,2,2,2,2,2,100.0,2,100.0,25.9893,16.8168,
